employee_id,date_of_birth,hire_date,employment_status,department,role,city,state,region,base_salary_usd,product_line,quota_usd,sales_ytd_usd
3040465,7/30/2005,3/6/2019,Active,Customer Success,Financial Analyst,Miami,FL,Northeast,81211,Subscriptions,789761,604629
3042791,5/10/1982,11/21/2025,OnLeave,Operations,Account Executive,New York,NY,South,109934,Professional Services,577325,301136
3059572,7/7/2002,6/12/2020,Active,Marketing,Customer Success Manager,New York,NY,West,113919,Hardware,257641,94821
3061357,2/6/1993,1/24/2025,Active,Sales Ops,IT Support Specialist,Atlanta,GA,West,89688,SaaS,463205,148028
3062185,4/21/2001,7/16/2020,Active,Operations,Sales Operations Analyst,Atlanta,GA,West,84193,Support Plans,1083333,1627765
3062428,3/30/1973,3/14/2017,Active,Marketing,Financial Analyst,San Jose,CA,Midwest,79226,Hardware,755139,668526
3077913,10/6/2007,10/22/2025,Terminated,IT,Marketing Specialist,Phoenix,AZ,Northeast,49051,Professional Services,723362,1114677
3095715,12/8/1978,11/2/2019,Terminated,Sales,Financial Analyst,Boston,MA,Northeast,51795,Support Plans,298786,301431
3106156,8/16/2002,8/16/2017,Active,Operations,HR Generalist,San Jose,CA,South,90746,Hardware,1184285,1061441
3121788,12/7/2007,7/11/2018,Terminated,IT,IT Support Specialist,New York,NY,South,77441,SaaS,365206,226500
3131407,5/3/1998,1/1/2017,Terminated,Finance,Senior Account Executive,Denver,CO,Northeast,151624,Hardware,254983,234083
3151648,9/6/1998,4/12/2025,OnLeave,Customer Success,Account Executive,San Jose,CA,Northeast,71184,Hardware,345581,343840
3189436,3/16/2005,11/12/2020,Active,Operations,IT Support Specialist,Seattle,WA,West,60167,Hardware,662848,388271
3191444,1/12/2007,12/17/2025,Active,Operations,Sales Manager,Boston,MA,South,154160,Support Plans,282670,395389
3203544,2/15/1963,7/7/2020,Active,Finance,Sales Manager,Atlanta,GA,Northeast,120371,Subscriptions,481584,164209
3207978,7/10/1964,9/8/2018,Terminated,IT,Sales Manager,Phoenix,AZ,West,159153,Subscriptions,830934,938186
3220639,10/8/1983,12/6/2022,OnLeave,Marketing,Account Executive,New York,NY,Midwest,89046,Subscriptions,665988,187240
3222241,9/24/1980,6/6/2024,Terminated,Finance,HR Generalist,Philadelphia,PA,Midwest,73462,Support Plans,1180597,1663200
3239866,1/14/2002,11/20/2023,Active,Customer Success,Sales Operations Analyst,Atlanta,GA,West,98517,Professional Services,1126420,1124097
3247235,4/10/2007,11/23/2021,Active,IT,Senior Account Executive,Phoenix,AZ,Midwest,122722,Support Plans,432031,614713
3249867,8/25/1978,9/26/2021,Active,Sales,Account Executive,Atlanta,GA,Northeast,91501,Subscriptions,1088425,1385694
3261184,1/21/1981,11/30/2019,OnLeave,Marketing,HR Generalist,Seattle,WA,West,51073,Support Plans,636890,927631
3281145,3/12/1975,10/28/2016,Terminated,Customer Success,HR Generalist,Dallas,TX,West,68923,Professional Services,825822,711456
3283075,9/1/1998,6/24/2018,Active,Customer Success,Operations Coordinator,Miami,FL,Midwest,88000,Professional Services,689171,279716
3287449,2/14/1992,1/27/2024,OnLeave,Customer Success,Sales Operations Analyst,Boston,MA,Midwest,70111,Subscriptions,168180,95098
3290774,7/8/1992,1/9/2023,Active,Customer Success,Customer Success Manager,New York,NY,South,103300,Hardware,603577,198897
3302270,7/24/1974,4/16/2023,Active,Operations,Marketing Specialist,San Jose,CA,West,83255,Subscriptions,411858,237041
3311407,2/1/1968,5/6/2017,Active,Sales,Sales Representative,New York,NY,Northeast,89199,Subscriptions,378934,187484
3312246,8/10/1998,8/20/2020,Active,Operations,Sales Manager,Atlanta,GA,Northeast,148352,SaaS,870776,988728
3320510,7/14/1963,12/4/2023,OnLeave,Marketing,IT Support Specialist,Atlanta,GA,West,60980,Support Plans,1118050,1094442
3321308,9/7/1973,1/9/2021,Active,Customer Success,Sales Manager,Los Angeles,CA,Midwest,151434,Hardware,549239,588398
3332059,7/12/1997,3/7/2020,Active,IT,HR Generalist,Atlanta,GA,South,88617,Support Plans,1086948,1438034
3342355,5/29/1983,4/11/2018,Active,HR,HR Generalist,Philadelphia,PA,West,48401,Professional Services,164905,223096
3349812,6/4/1983,6/6/2018,Active,HR,Account Executive,San Antonio,TX,South,99671,Subscriptions,482628,329400
3356922,7/2/1988,12/15/2023,Active,HR,Senior Account Executive,Los Angeles,CA,South,131381,Hardware,478107,231111
3361153,2/11/1977,2/1/2023,OnLeave,Marketing,IT Support Specialist,Dallas,TX,Northeast,61131,SaaS,538987,783505
3361605,8/6/1989,6/21/2023,Active,Finance,Customer Success Manager,Los Angeles,CA,Midwest,84699,Subscriptions,579428,241005
3367397,12/30/1970,8/5/2022,Active,IT,Sales Representative,Miami,FL,West,77020,Hardware,573172,446145
3379626,5/15/1990,5/10/2020,Active,Operations,Sales Operations Analyst,Los Angeles,CA,South,73686,Support Plans,1198514,1616323
3399317,7/24/1984,10/26/2024,Active,Operations,Account Executive,Philadelphia,PA,South,73163,Professional Services,314227,165214
3407456,3/27/2001,10/10/2025,Active,Sales,Senior Account Executive,Seattle,WA,South,120823,Subscriptions,796199,524968
3441970,1/5/1984,4/10/2018,Terminated,Finance,Senior Account Executive,Phoenix,AZ,Midwest,131251,Subscriptions,532622,650854
3455793,7/3/1985,5/31/2016,Active,Sales,Senior Account Executive,San Jose,CA,West,142788,Hardware,509350,322595
3485000,2/10/1962,9/2/2023,Active,IT,Operations Coordinator,Miami,FL,South,46402,SaaS,235647,73150
3499604,11/8/1983,12/24/2016,Active,IT,Senior Account Executive,San Diego,CA,South,138950,Subscriptions,264309,214273
3501231,9/17/2005,11/10/2016,Active,HR,Senior Account Executive,Atlanta,GA,Midwest,126678,Subscriptions,1197638,846312
3529754,9/1/2001,5/1/2024,Active,Finance,HR Generalist,Chicago,IL,Midwest,86918,SaaS,986489,718689
3558633,3/2/1964,7/6/2022,Active,HR,Financial Analyst,Los Angeles,CA,Northeast,87570,SaaS,748150,499786
3559997,3/2/1967,12/13/2020,Active,HR,IT Support Specialist,Dallas,TX,South,86050,Subscriptions,319605,296105
3565772,9/26/1969,7/27/2021,Active,Marketing,Sales Operations Analyst,New York,NY,Northeast,88981,Hardware,689631,1056057
3599963,10/11/1984,11/16/2021,Active,Finance,Senior Account Executive,Los Angeles,CA,South,146525,Hardware,258498,309472
3602822,5/10/1989,11/26/2021,OnLeave,HR,Operations Coordinator,Phoenix,AZ,Midwest,74111,Professional Services,199724,144180
3608365,12/8/1982,3/30/2020,Active,Customer Success,Sales Manager,Boston,MA,Midwest,132757,Subscriptions,289746,172412
3611696,2/16/2007,10/11/2019,Active,Operations,Sales Representative,Houston,TX,West,68793,Professional Services,986438,358860
3612405,10/1/1999,5/21/2025,Active,Marketing,HR Generalist,San Jose,CA,Northeast,83302,Subscriptions,946327,468305
3615076,5/17/1976,2/20/2025,Active,Operations,Customer Success Manager,Miami,FL,South,133958,SaaS,167114,130731
3618578,9/27/2008,10/4/2025,Active,Sales,Financial Analyst,Phoenix,AZ,Midwest,83419,Professional Services,1172327,455489
3629529,12/12/1975,8/7/2017,OnLeave,IT,Sales Operations Analyst,Denver,CO,Northeast,94237,Support Plans,230201,261218
3631166,6/29/1980,9/22/2020,Active,Sales Ops,Marketing Specialist,Chicago,IL,South,49392,Subscriptions,294984,72851
3633370,2/23/1991,6/26/2021,Active,Sales Ops,Financial Analyst,San Diego,CA,Northeast,49572,Support Plans,702132,850720
3652371,2/23/1979,1/10/2016,Active,Marketing,Operations Coordinator,New York,NY,Midwest,48871,SaaS,747985,461071
3670271,7/25/1975,11/21/2017,OnLeave,Sales,Marketing Specialist,Dallas,TX,Northeast,84499,Hardware,274377,427124
3684817,1/25/1990,2/23/2016,Active,Operations,Operations Coordinator,Philadelphia,PA,South,50640,SaaS,696066,602264
3688459,11/14/1980,9/26/2025,OnLeave,Sales,Account Executive,Philadelphia,PA,South,105661,Support Plans,417828,235899
3693548,8/2/1978,9/24/2022,Active,Sales,Sales Representative,Los Angeles,CA,West,78215,SaaS,870030,1248703
3699149,7/30/1972,10/1/2016,OnLeave,Sales,Customer Success Manager,San Jose,CA,West,152069,Subscriptions,900198,619985
3705392,8/2/1975,9/28/2018,Terminated,Operations,Senior Account Executive,Seattle,WA,Northeast,106643,Professional Services,587359,604783
3713191,8/21/1995,3/7/2016,Active,Sales,Senior Account Executive,Atlanta,GA,Midwest,122722,Subscriptions,1148733,523609
3714204,11/5/1996,3/26/2025,Terminated,Marketing,Senior Account Executive,Chicago,IL,West,148638,Hardware,892688,204817
3714955,12/18/1996,8/23/2018,Active,Sales,Sales Representative,San Diego,CA,Midwest,92459,Support Plans,964000,314843
3721233,10/6/1996,12/31/2019,Terminated,Marketing,Sales Operations Analyst,Phoenix,AZ,Midwest,88032,Support Plans,294124,367571
3727909,6/28/1970,8/23/2022,Active,HR,IT Support Specialist,Houston,TX,South,53556,Subscriptions,432916,505624
3729402,1/3/2001,12/6/2025,OnLeave,IT,Marketing Specialist,New York,NY,Northeast,86053,Professional Services,805149,959789
3751490,6/30/2001,5/10/2017,Active,Finance,IT Support Specialist,Phoenix,AZ,West,49776,Support Plans,440081,120997
3757189,11/12/1970,5/29/2025,Active,Customer Success,IT Support Specialist,Houston,TX,Northeast,47333,SaaS,1018608,607515
3766079,3/26/2005,9/24/2018,Active,Customer Success,HR Generalist,Boston,MA,South,58859,Professional Services,647565,259697
3771112,3/17/2002,8/17/2024,OnLeave,Marketing,HR Generalist,Philadelphia,PA,West,68009,Hardware,817882,888467
3773863,8/21/1974,2/4/2017,Active,HR,HR Generalist,Philadelphia,PA,Northeast,78462,SaaS,938899,837831
3782791,1/26/2006,9/21/2016,Active,Marketing,Marketing Specialist,New York,NY,West,78149,Hardware,224651,166019
3792420,12/31/2008,10/13/2025,Active,Sales,IT Support Specialist,New York,NY,West,87453,SaaS,966584,886886
3799609,9/10/1973,12/20/2022,Active,Operations,Marketing Specialist,Phoenix,AZ,South,53693,SaaS,1154661,618765
3801640,8/30/1990,5/20/2022,Active,Operations,Account Executive,Miami,FL,South,94274,Professional Services,477293,451140
3810951,1/24/1961,2/28/2017,Active,Finance,IT Support Specialist,Miami,FL,Midwest,86773,Subscriptions,561270,450067
3813051,7/27/2006,5/22/2017,Active,Finance,HR Generalist,Denver,CO,South,59011,Support Plans,170295,116747
3821228,2/21/1983,3/9/2021,Active,Customer Success,IT Support Specialist,Houston,TX,Northeast,47179,Hardware,634603,237546
3822928,4/22/1975,4/24/2016,Terminated,Operations,Marketing Specialist,Miami,FL,South,76670,Hardware,355488,248153
3829496,12/6/1978,3/11/2021,OnLeave,Marketing,HR Generalist,Los Angeles,CA,Midwest,88388,Professional Services,179655,271107
3853522,10/31/1975,6/3/2018,Active,Marketing,Marketing Specialist,Atlanta,GA,South,75149,Hardware,843806,1028825
3855718,8/1/1991,10/27/2018,Active,Sales,Customer Success Manager,New York,NY,South,120918,Professional Services,355401,125778
3876661,9/2/1962,10/9/2022,OnLeave,Sales Ops,Sales Operations Analyst,Boston,MA,Northeast,79492,Support Plans,228531,212965
3881348,4/4/1985,8/2/2018,Active,Customer Success,Sales Operations Analyst,Atlanta,GA,South,79534,Support Plans,1114086,1776986
3892867,11/12/1969,10/30/2021,Active,Finance,HR Generalist,San Diego,CA,West,87760,Subscriptions,1066795,1125743
3902185,4/2/2008,8/23/2022,Active,IT,Sales Operations Analyst,Atlanta,GA,West,92021,SaaS,699085,269515
3932578,2/5/1995,3/30/2016,Active,Operations,Sales Representative,San Antonio,TX,Midwest,103600,Support Plans,531913,108201
3945412,2/3/2002,11/25/2017,Terminated,Customer Success,Sales Manager,San Diego,CA,South,144694,Support Plans,896078,893996
3948818,11/26/2003,7/25/2018,Active,Sales,Operations Coordinator,Boston,MA,Northeast,69799,SaaS,703581,541975
3953204,4/8/1992,1/21/2024,Active,Sales,Senior Account Executive,Miami,FL,Midwest,116928,Support Plans,366798,86340
3957442,10/27/1963,2/14/2018,Active,Sales Ops,Operations Coordinator,Seattle,WA,West,92033,Professional Services,796793,553984
3966556,11/6/2006,9/11/2023,Terminated,Customer Success,Marketing Specialist,Atlanta,GA,Northeast,49680,Subscriptions,188415,138769
3992047,4/23/2004,8/1/2022,Active,Finance,Sales Representative,Atlanta,GA,Northeast,100028,Hardware,312605,238270
4028312,3/13/2008,4/25/2024,Active,Marketing,Account Executive,Boston,MA,South,101134,Support Plans,224510,234259
4029073,1/9/2000,8/16/2021,OnLeave,Sales,Operations Coordinator,Dallas,TX,West,46945,Subscriptions,336514,206758
4049176,10/14/1985,5/10/2017,Active,Finance,Marketing Specialist,Seattle,WA,West,59368,SaaS,1071747,611588
4061317,11/9/2000,6/2/2025,Terminated,Operations,Sales Operations Analyst,Denver,CO,Midwest,96193,SaaS,633196,838240
4085129,6/5/1969,11/6/2017,Active,Sales Ops,Sales Manager,Houston,TX,Northeast,136619,Subscriptions,1064322,862167
4096633,8/17/2008,2/24/2022,Terminated,Finance,Account Executive,Los Angeles,CA,West,113723,Hardware,195879,254946
4097927,6/26/1970,11/3/2016,Active,Sales Ops,Marketing Specialist,Los Angeles,CA,Midwest,90957,Professional Services,680973,341090
4099445,4/13/1974,10/1/2020,Terminated,HR,Customer Success Manager,Los Angeles,CA,South,140090,Professional Services,1171427,1850222
4110941,12/13/1984,7/11/2020,Active,IT,Account Executive,Atlanta,GA,Midwest,73399,SaaS,932823,876810
4122302,10/8/1987,9/11/2016,Terminated,Sales Ops,IT Support Specialist,Miami,FL,South,51728,Subscriptions,1095175,1734488
4126377,6/25/1987,6/5/2019,Active,HR,HR Generalist,Houston,TX,Midwest,70136,Subscriptions,368544,462732
4129528,12/5/1961,5/8/2016,Terminated,IT,Senior Account Executive,Chicago,IL,Northeast,150688,Subscriptions,503889,443361
4130204,2/19/2006,11/27/2021,Active,Sales,Account Executive,San Diego,CA,Northeast,117809,Support Plans,306819,77084
4134223,9/15/1991,10/3/2016,Terminated,Sales Ops,Account Executive,Philadelphia,PA,West,75262,Support Plans,709168,590873
4134618,5/23/1982,11/23/2018,Terminated,Customer Success,IT Support Specialist,Atlanta,GA,Midwest,79210,Professional Services,1002122,1416957
4140089,7/15/1986,1/5/2023,Active,Customer Success,Financial Analyst,Chicago,IL,Northeast,86508,Professional Services,166225,83840
4143610,3/12/1996,11/1/2017,OnLeave,Finance,Customer Success Manager,Boston,MA,Northeast,76038,Hardware,245293,111547
4147757,3/28/1988,8/31/2025,Active,HR,Account Executive,San Antonio,TX,South,82649,Hardware,297320,439218
4150130,6/25/1968,1/17/2019,Active,Sales,Sales Representative,San Antonio,TX,Northeast,89786,Subscriptions,316829,63755
4150497,1/2/1996,7/8/2020,OnLeave,Operations,Operations Coordinator,Seattle,WA,South,51872,Hardware,714467,1045861
4151989,5/16/1972,7/18/2018,Active,Operations,Account Executive,Miami,FL,Midwest,77150,Subscriptions,801244,184444
4155906,12/25/1988,10/9/2017,Active,Marketing,Marketing Specialist,Atlanta,GA,Midwest,75802,Professional Services,171509,234722
4159783,2/2/2002,1/29/2021,Active,IT,IT Support Specialist,Philadelphia,PA,Midwest,90982,Subscriptions,391519,136411
4162382,11/10/1972,3/28/2019,OnLeave,HR,Sales Representative,Houston,TX,Midwest,94623,Hardware,351521,493678
4172576,6/22/1976,7/5/2020,Active,HR,Operations Coordinator,San Jose,CA,South,67037,Support Plans,240247,310367
4177724,7/30/1979,8/11/2018,OnLeave,Customer Success,IT Support Specialist,San Jose,CA,South,57853,Hardware,1050156,1325599
4177889,3/4/1973,12/8/2017,Active,IT,IT Support Specialist,San Diego,CA,South,47461,SaaS,208135,161066
4178044,3/6/1970,3/14/2019,Active,Finance,Senior Account Executive,New York,NY,West,147511,Support Plans,834812,816785
4191881,1/5/2008,4/21/2019,Active,Sales,Sales Representative,Seattle,WA,Northeast,87391,Hardware,877615,690870
4209943,11/26/1988,5/15/2024,Terminated,Marketing,IT Support Specialist,Seattle,WA,South,86429,Hardware,389597,544411
4221761,1/9/1992,1/30/2016,OnLeave,Sales Ops,IT Support Specialist,Boston,MA,South,84841,Hardware,1113764,1640134
4222415,3/18/2001,8/26/2024,Active,Marketing,Sales Manager,Boston,MA,Northeast,146818,Support Plans,882524,612987
4226213,10/8/1974,11/11/2021,Active,Sales Ops,Operations Coordinator,Denver,CO,Northeast,64837,Support Plans,357336,82523
4238394,1/29/1967,6/8/2019,OnLeave,Customer Success,HR Generalist,San Diego,CA,South,70754,Hardware,296021,105786
4240817,2/19/1981,1/31/2025,Active,HR,Sales Operations Analyst,Phoenix,AZ,Midwest,118415,Professional Services,994336,1165062
4263717,8/8/1964,2/23/2019,Terminated,Sales Ops,Account Executive,Boston,MA,West,84813,Hardware,180503,141955
4265261,3/31/1977,11/3/2025,Active,Finance,Sales Representative,Phoenix,AZ,Midwest,99809,Support Plans,541250,668843
4270598,9/3/1978,9/22/2016,Active,Operations,Operations Coordinator,New York,NY,South,59228,Professional Services,720873,917432
4277340,10/22/1996,3/6/2025,Terminated,Sales,Account Executive,Philadelphia,PA,South,53693,SaaS,272959,399781
4278453,4/29/1996,4/19/2023,Terminated,Marketing,Financial Analyst,Denver,CO,South,56613,Support Plans,300229,108817
4299262,4/18/1994,4/7/2020,Terminated,Finance,Operations Coordinator,Miami,FL,South,79167,SaaS,712166,880732
4300491,5/14/1982,8/25/2017,Active,Finance,Marketing Specialist,Boston,MA,Midwest,64841,Hardware,253160,100799
4308704,9/20/1992,7/6/2025,Active,Operations,HR Generalist,Dallas,TX,South,87162,Hardware,795767,220702
4339202,12/6/1989,5/10/2020,Active,Sales,Operations Coordinator,Seattle,WA,West,87186,Professional Services,454015,323632
4339296,3/1/2001,10/18/2016,Active,Marketing,Sales Representative,Dallas,TX,West,111706,Hardware,182290,50587
4341789,10/3/1978,10/21/2019,Terminated,Operations,Operations Coordinator,San Antonio,TX,West,92594,Professional Services,918998,688522
4343807,10/10/2006,2/26/2020,Terminated,Sales,Financial Analyst,Houston,TX,Northeast,54096,Hardware,796224,1189418
4345699,12/25/1979,4/17/2016,Active,Marketing,Operations Coordinator,Philadelphia,PA,South,60926,Subscriptions,296464,318606
4349649,4/26/1987,7/13/2016,Active,Finance,Account Executive,Atlanta,GA,Midwest,110487,Professional Services,715028,879981
4351451,9/17/1963,11/27/2017,Active,Operations,Account Executive,San Diego,CA,Northeast,79793,Hardware,1037141,978435
4353524,3/28/1988,4/12/2016,Active,IT,Financial Analyst,Houston,TX,South,73167,Subscriptions,1024115,1098473
4354062,10/20/1965,8/27/2016,Terminated,Marketing,Senior Account Executive,Philadelphia,PA,South,141603,Professional Services,893089,1383733
4366468,4/13/1962,9/29/2016,OnLeave,Operations,IT Support Specialist,Chicago,IL,West,46571,Professional Services,550645,254826
4369739,4/30/1981,7/20/2020,Active,Sales,Sales Representative,Atlanta,GA,West,76703,Professional Services,343121,435047
4383638,7/13/1971,1/4/2025,Active,Finance,Senior Account Executive,Miami,FL,West,145334,Support Plans,1052550,1128910
4387587,9/21/2001,10/17/2025,OnLeave,Sales Ops,Sales Manager,Dallas,TX,Northeast,138996,Professional Services,744964,914885
4404797,5/28/1983,11/12/2024,OnLeave,Marketing,HR Generalist,Houston,TX,Northeast,63336,Hardware,1088427,1056330
4427299,8/15/1972,9/16/2020,Active,HR,Account Executive,Denver,CO,Northeast,85611,Subscriptions,168759,78614
4439516,12/22/2005,11/30/2018,Active,IT,Financial Analyst,San Antonio,TX,South,94748,SaaS,621565,296444
4444773,12/10/1965,2/20/2021,Active,Customer Success,Sales Representative,Houston,TX,Midwest,77540,Professional Services,255821,110490
4458034,5/28/1998,2/25/2019,Active,Operations,Sales Representative,Houston,TX,Midwest,111492,SaaS,845205,804663
4459208,12/31/2000,10/3/2020,Terminated,Operations,Senior Account Executive,Phoenix,AZ,South,113045,Hardware,332765,331219
4475074,10/1/1964,1/16/2025,OnLeave,Finance,Financial Analyst,Boston,MA,Midwest,63054,SaaS,787676,424078
4479606,9/11/1985,4/26/2023,Active,HR,Marketing Specialist,San Jose,CA,South,71330,Hardware,991950,912426
4482470,9/14/1966,2/13/2017,OnLeave,Sales Ops,IT Support Specialist,Phoenix,AZ,West,87116,Subscriptions,361647,221663
4486557,12/19/1989,7/8/2023,Active,Sales,HR Generalist,San Antonio,TX,Midwest,86676,Professional Services,1054891,250871
4501549,3/1/1974,2/10/2023,Active,Marketing,Senior Account Executive,Miami,FL,Midwest,101463,Hardware,499871,411144
4510919,4/24/1995,12/18/2023,OnLeave,Sales Ops,Sales Manager,Dallas,TX,Northeast,87278,Subscriptions,536062,183345
4511090,12/13/1977,6/22/2016,Active,Marketing,Financial Analyst,Miami,FL,Northeast,83266,Professional Services,1138378,444718
4527104,2/20/1982,10/9/2020,Active,Finance,IT Support Specialist,Philadelphia,PA,South,90697,SaaS,211448,293819
4528574,1/10/1997,1/10/2026,Active,Sales Ops,Operations Coordinator,Phoenix,AZ,Northeast,61175,Support Plans,395521,376216
4537250,4/7/1964,1/9/2020,Active,Finance,IT Support Specialist,Houston,TX,West,53893,Hardware,720826,408395
4541821,1/18/1965,1/6/2017,Active,Finance,Sales Representative,Los Angeles,CA,South,114841,Hardware,617341,948583
4545346,9/3/1975,1/25/2018,Terminated,Sales Ops,Operations Coordinator,Philadelphia,PA,West,81344,Support Plans,356289,230931
4550884,1/9/1997,10/9/2018,Active,Sales Ops,Sales Representative,Miami,FL,Midwest,111010,Subscriptions,586592,293642
4590540,10/27/1961,4/21/2022,Terminated,Marketing,Financial Analyst,San Jose,CA,Northeast,77925,Hardware,359889,187017
4616510,10/18/1990,7/27/2022,OnLeave,Operations,IT Support Specialist,Philadelphia,PA,Northeast,64803,Hardware,775142,779239
4633301,11/2/1973,3/4/2016,Terminated,Sales Ops,Marketing Specialist,San Antonio,TX,Northeast,63927,Professional Services,768691,284799
4693193,10/27/1986,4/22/2021,Active,HR,Sales Representative,Houston,TX,West,57139,Subscriptions,187460,105612
4702452,10/2/1991,1/9/2016,OnLeave,Customer Success,Sales Operations Analyst,Philadelphia,PA,West,94394,Hardware,1085787,1708330
4717077,12/8/1989,11/13/2022,Terminated,Sales,Marketing Specialist,San Antonio,TX,West,78669,Subscriptions,848618,909803
4717989,4/11/2005,1/4/2018,Terminated,Customer Success,Sales Operations Analyst,Denver,CO,Midwest,96751,Professional Services,761450,671949
4729450,9/13/1994,2/12/2017,Active,Sales Ops,Sales Operations Analyst,Los Angeles,CA,Midwest,91030,Subscriptions,473651,326782
4730814,7/15/1972,9/14/2016,Active,HR,HR Generalist,Philadelphia,PA,South,94699,Professional Services,1166197,1542934
4764157,12/24/1964,2/10/2023,Active,Marketing,IT Support Specialist,Houston,TX,South,57490,Hardware,205669,306189
4773143,5/5/1963,10/18/2020,Terminated,Operations,Customer Success Manager,San Antonio,TX,South,139541,SaaS,410073,623603
4797903,2/28/1961,8/22/2022,Active,IT,Financial Analyst,San Jose,CA,Northeast,53816,SaaS,849468,424727
4816258,6/9/1980,9/19/2022,OnLeave,Customer Success,Sales Representative,New York,NY,West,84558,Hardware,870872,810137
4830918,11/8/1996,5/5/2016,Active,Sales,HR Generalist,Chicago,IL,South,76486,Support Plans,778918,219355
4842604,7/19/1988,7/5/2021,Active,HR,IT Support Specialist,Los Angeles,CA,Northeast,60512,Support Plans,604084,223227
4853417,8/25/1996,3/24/2022,Active,Operations,HR Generalist,Los Angeles,CA,Northeast,87911,Hardware,491603,645562
4871193,12/14/1971,10/18/2021,OnLeave,Customer Success,Senior Account Executive,San Diego,CA,West,117622,Hardware,883257,605029
4871521,1/13/1995,12/29/2021,Terminated,Operations,Sales Operations Analyst,San Jose,CA,West,100585,Support Plans,358108,300554
4880947,8/27/1973,7/13/2019,Active,Sales,Account Executive,Seattle,WA,South,122239,Support Plans,995106,629291
4899127,3/2/2001,10/8/2017,Active,Sales Ops,Marketing Specialist,Atlanta,GA,West,47133,Subscriptions,157684,47434
4944581,5/2/1977,6/7/2016,Active,Customer Success,Sales Manager,Los Angeles,CA,West,139476,Hardware,380349,462587
4950435,12/12/1978,4/23/2019,Terminated,Operations,Account Executive,Atlanta,GA,West,83650,Support Plans,260293,284079
4958004,2/20/1970,4/21/2024,Active,Customer Success,Marketing Specialist,Houston,TX,South,87000,Subscriptions,668558,658069
4973426,6/21/1999,9/13/2021,Active,Sales,Sales Representative,Dallas,TX,Midwest,92164,Subscriptions,516037,356592
4991559,1/10/1966,9/12/2022,Active,IT,Account Executive,Philadelphia,PA,Midwest,61118,Professional Services,1008326,209487
5017625,1/23/1986,9/11/2016,Active,HR,HR Generalist,Phoenix,AZ,Midwest,82615,SaaS,231727,94422
5017751,9/14/2002,11/20/2016,Active,HR,Sales Operations Analyst,Chicago,IL,South,122359,Professional Services,996035,1223773
5030574,2/7/1986,10/18/2019,Active,Customer Success,Operations Coordinator,Dallas,TX,South,93711,Professional Services,1115321,1781177
5030994,6/5/2002,4/27/2016,Active,Operations,Account Executive,Denver,CO,South,67899,Professional Services,320202,80330
5037884,7/20/1968,1/18/2025,Active,Sales Ops,Sales Representative,Miami,FL,West,84214,Hardware,199250,55847
5054495,3/5/1961,5/9/2025,Active,Customer Success,Sales Operations Analyst,Los Angeles,CA,Northeast,79996,Professional Services,286951,236354
5056232,5/19/1975,4/17/2025,Active,Sales Ops,Sales Representative,New York,NY,Midwest,102148,Support Plans,976811,1323384
5063818,4/3/2001,6/3/2024,OnLeave,HR,Financial Analyst,Denver,CO,Midwest,87890,SaaS,769322,1110245
5068350,11/29/1997,6/23/2017,Active,HR,Operations Coordinator,Atlanta,GA,Northeast,58684,SaaS,627351,575228
5078952,8/4/1981,11/11/2016,Terminated,Sales Ops,Financial Analyst,Houston,TX,West,51424,Subscriptions,580757,527307
5107691,10/22/1974,5/7/2021,Active,Sales Ops,IT Support Specialist,San Antonio,TX,Northeast,87444,Hardware,228202,162849
5111826,11/16/1965,7/10/2021,Active,IT,Customer Success Manager,San Jose,CA,South,106946,SaaS,570270,215360
5112178,1/11/1994,5/8/2025,Active,HR,Account Executive,Chicago,IL,West,110552,Support Plans,236297,153802
5116051,12/27/2006,9/6/2025,Active,HR,IT Support Specialist,Atlanta,GA,West,90270,Subscriptions,773632,936738
5121822,8/23/1985,12/22/2016,Terminated,Finance,Operations Coordinator,San Jose,CA,West,55509,Subscriptions,864742,785468
5137216,11/29/1994,7/28/2017,Active,Sales Ops,Sales Manager,Houston,TX,West,153194,SaaS,190803,279135
5137754,12/15/1991,2/19/2023,Active,HR,Sales Operations Analyst,Los Angeles,CA,Midwest,69115,Support Plans,177789,210799
5139650,3/27/1979,5/19/2018,Active,IT,IT Support Specialist,Los Angeles,CA,Northeast,60378,Subscriptions,594269,240890
5150079,2/17/1974,11/17/2020,OnLeave,HR,Marketing Specialist,Atlanta,GA,Northeast,46208,Professional Services,829246,1204970
5157692,4/22/1983,1/6/2020,Active,Sales Ops,Operations Coordinator,San Jose,CA,South,49966,Professional Services,260376,181440
5182993,2/17/1986,10/3/2023,Active,Finance,Marketing Specialist,Seattle,WA,West,92396,SaaS,288916,93090
5195916,7/31/1981,1/26/2026,OnLeave,Operations,IT Support Specialist,Phoenix,AZ,Northeast,52034,Professional Services,577333,806003
5199631,2/20/1999,12/19/2020,Active,Operations,HR Generalist,San Antonio,TX,South,48476,Hardware,732033,1130158
5199729,4/4/2006,1/4/2020,OnLeave,Marketing,Operations Coordinator,Philadelphia,PA,Northeast,84290,Professional Services,371387,540039
5199879,4/8/1996,1/23/2017,Active,Marketing,Customer Success Manager,Los Angeles,CA,Midwest,94138,SaaS,174524,124367
5212227,1/7/2007,3/11/2019,Terminated,Finance,IT Support Specialist,Houston,TX,Northeast,70151,Subscriptions,1156644,674642
5221143,12/14/2005,12/26/2020,Active,Sales,Financial Analyst,Philadelphia,PA,Midwest,47429,Support Plans,1162178,1250260
